First_Published,Advisory,Severity,Summary,Product Names,cvss_base_score
2019-05-01T16:00:00-0700,Cisco Adaptive Security Appliance Software and Cisco Firepower Threat Defense Software MOBIKE Denial of Service Vulnerability,High,"<p>A vulnerability in the Internet Key Exchange Version 2 Mobility and Multihoming Protocol (MOBIKE) feature for the Cisco&nbsp;Adaptive Security Appliance (ASA) Software and Cisco&nbsp;Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause a memory leak or a reload of an affected device that leads to a denial of service (DoS) condition. <br />
<br />
The vulnerability is due to the incorrect processing of certain MOBIKE packets. An attacker could exploit this vulnerability by sending crafted MOBIKE packets to an affected device to be processed. A successful exploit could cause an affected device to continuously consume memory and eventually reload, resulting in a DoS condition. The MOBIKE feature is supported only for IPv4 addresses.</p>
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-ftd-ike-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-ftd-ike-dos</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",8.6
2019-05-01T16:00:00-0700,Cisco Adaptive Security Appliance Software VPN Denial of Service Vulnerability,Medium,"<p>A vulnerability in the remote access VPN session manager of Cisco&nbsp;Adaptive Security Appliance (ASA) Software could allow a unauthenticated, remote attacker to cause a denial of service (DoS) condition on the remote access VPN services.</p>
<p>The vulnerability is due to an issue with the remote access VPN&nbsp;session manager. An attacker could exploit this vulnerability by requesting an excessive number of remote access VPN sessions. An exploit could allow the attacker to cause a DoS condition.</p>
<p>Cisco has released software updates that address this vulnerability. There are workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-vpn-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-vpn-dos</a></p>",[u'Cisco Adaptive Security Appliance (ASA) Software '],5.3
2019-05-01T16:00:00-0700,Cisco Adaptive Security Appliance Software IPsec Denial of Service Vulnerability,High,"<p>A vulnerability in the software cryptography module of the Cisco Adaptive Security Virtual Appliance (ASAv) and Firepower 2100 Series running Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to cause an unexpected reload of the device that results in a denial of service (DoS) condition.</p>
<p>The vulnerability is due to a logic error with how the software cryptography module handles IPsec sessions.  An attacker could exploit this vulnerability by creating and sending traffic in a high number of IPsec sessions through the targeted device. A successful exploit could cause the device to reload and result in a DoS condition.</p>
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-ipsec-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-ipsec-dos</a></p>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.6
2019-05-01T16:00:00-0700,Cisco Adaptive Security Appliance Software Cross-Site Request Forgery Vulnerability,High,"<p>A vulnerability in the web-based management interface of Cisco Adaptive Security Appliance (ASA) Software could allow an unauthenticated, remote attacker to conduct a cross-site request forgery (CSRF) attack on an affected system.<br />
<br />
The vulnerability is due to insufficient CSRF protections for the web-based management interface on an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to follow a malicious link. A successful exploit could allow the attacker to perform arbitrary actions with the privilege level of the affected user. If the user has administrative privileges, the attacker could alter the configuration of, extract information from, or reload an affected device.</p>
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-csrf"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190501-asa-csrf</a></p>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.1
2018-12-19T16:00:00-0800,Cisco Adaptive Security Appliance Software Privilege Escalation Vulnerability,High,"<p><p>A vulnerability in the authorization subsystem of Cisco Adaptive Security Appliance (ASA) Software could allow an authenticated, but unprivileged (levels 0 and 1), remote attacker to perform privileged actions by using the web management interface.</p>
<p>The vulnerability is due to improper validation of user privileges when using the web management interface. An attacker could exploit this vulnerability by sending specific HTTP requests via HTTPS to an affected device as an unprivileged user. An exploit could allow the attacker to retrieve files (including the running configuration) from the device or to upload and replace software images on the device.</p></p>
<p>Cisco has released software updates that address this vulnerability. There are workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181219-asa-privesc"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181219-asa-privesc</a></p>",[u'Cisco Adaptive Security Appliance (ASA) Software '],8.1
2018-06-06T16:00:00-0700,Cisco Adaptive Security Appliance Web Services Denial of Service Vulnerability,High,"A vulnerability in the web interface of the Cisco Adaptive Security Appliance (ASA) could allow an unauthenticated, remote attacker to cause an affected device to reload unexpectedly, resulting in a denial of service (DoS) condition. It is also possible on certain software releases that the ASA will not reload, but an attacker could view sensitive system information without authentication by using directory traversal techniques.<br />
<br />
The vulnerability is due to lack of proper input validation of the HTTP URL. An attacker could exploit this vulnerability by sending a crafted HTTP request to an affected device. An exploit could allow the attacker to cause a DoS condition or unauthenticated disclosure of information. This vulnerability applies to IPv4 and IPv6 HTTP traffic.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180606-asaftd"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180606-asaftd</a>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",8.6
2015-12-09T16:00:00-0800,Vulnerability in Java Deserialization Affecting Cisco Products,High,"A vulnerability in the Java deserialization used by the Apache Commons Collections (ACC) library could allow an unauthenticated, remote attacker to execute arbitrary code.<br />
<br />
The vulnerability is due to insecure deserialization of user-supplied content by the affected software. An attacker could exploit this vulnerability by submitting crafted input to an application on a targeted system that uses the ACC library. After the vulnerable library on the affected system deserializes the content, the attacker could execute arbitrary code on the system, which could be used to conduct further attacks.<br />
<br />
On November 6, 2015, Foxglove Security Group published information about a remote code execution vulnerability that affects multiple releases of the ACC library. The report contains detailed proof-of-concept code for a number of applications, including WebSphere Application Server, JBoss, Jenkins, OpenNMS, and WebLogic. This is a remotely exploitable vulnerability that allows an attacker to inject any malicious code or execute any commands that exist on the server. A wide range of potential impacts includes allowing the attacker to obtain sensitive information.<br />
<br />
Object serialization is a technique that many programming languages use to convert an object into a sequence of bits for transfer purposes. Deserialization is a technique that reassembles those bits back to an object. This vulnerability occurs in Java object serialization for network transport and object deserialization on the receiving side.<br />
<br />
Many applications accept serialized objects from the network without performing input validation checks before deserializing it. Crafted serialized objects can therefore lead to execution of arbitrary attacker code.<br />
<br />
Although the problem itself is in the serialization and deserialization functionality of the Java programming language, the ACC library is known to be affected by this vulnerability. Any application or application framework could be vulnerable if it uses the ACC library and deserializes arbitrary, user-supplied Java serialized data.<br />
<br />
Additional details about the vulnerability are available at the following links:<br />
<div><br />
</div>
<a href=""http://www.kb.cert.org/vuls/id/576313"">Official Vulnerability Note from CERT</a><br />
<a href=""http://foxglovesecurity.com/2015/11/06/what-do-weblogic-websphere-jboss-jenkins-opennms-and-your-application-have-in-common-this-vulnerability/"">Foxglove Security</a><br />
<a href=""https://blogs.apache.org/foundation/entry/apache_commons_statement_to_widespread"">Apache Commons Statement</a><br />
<a href=""https://blogs.oracle.com/security/entry/security_alert_cve_2015_4852"">Oracle Security Alert</a><br />
<div><br />
</div>
Cisco will release software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20151209-java-deserialization"">http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20151209-java-deserialization</a>",[u'Cisco ASA CX Context-Aware Security Software '],NA
2016-09-27T22:40:00-0700,Multiple Vulnerabilities in OpenSSL Affecting Cisco Products: September 2016,Medium,"On September 22, 2016, the OpenSSL Software Foundation released an advisory that describes 14 vulnerabilities. Of these 14 vulnerabilities, the OpenSSL Software Foundation classifies one as &ldquo;Critical Severity,&rdquo; one as &ldquo;Moderate Severity,&rdquo; and the other 12 as &ldquo;Low Severity.&rdquo;
<br />
<br />
Subsequently, on September 26, the OpenSSL Software Foundation released an additional advisory that describes two new vulnerabilities. These vulnerabilities affect the OpenSSL versions that were released to address the vulnerabilities disclosed in the previous advisory. One of the new vulnerabilities was rated as &ldquo;High Severity&rdquo; and the other as &ldquo;Moderate Severity.&rdquo;
<br />
<br />
Of the 16 released vulnerabilities:<br />
<ul>
    <li>Fourteen track issues that could result in a denial of service (DoS) condition</li>
    <li>One (CVE-2016-2183, aka SWEET32) tracks an implementation of a Birthday attack against Transport Layer Security (TLS) block ciphers that use a 64-bit block size that could result in loss of confidentiality</li>
    <li>One (CVE-2016-2178) is a timing side-channel attack that, in specific circumstances, could allow an attacker to derive the private DSA key that belongs to another user or service running on the same system</li>
</ul>
<br />
Five of the 16 vulnerabilities exclusively affect the recently released OpenSSL versions that are part of the 1.1.0 release series, which has not yet been integrated into any Cisco product.<br />
<br />
This advisory is available at the following link:<br />
<a href=""http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160927-openssl"">http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160927-openssl</a>",[u'Cisco Adaptive Security Appliance (ASA) Software '],NA
2018-10-31T19:30:00-0700,Cisco Adaptive Security Appliance Software and Cisco Firepower Threat Defense Software Denial of Service Vulnerability,High,"A vulnerability in the Session Initiation Protocol (SIP) inspection
engine of Cisco Adaptive Security Appliance (ASA) Software and Cisco
Firepower Threat Defense (FTD) Software could allow an unauthenticated,
remote attacker to cause an affected device to reload or trigger high CPU, resulting in a
denial of service (DoS) condition.<br />
<br />
The vulnerability is due to
improper handling of SIP traffic. An attacker could exploit
this vulnerability by sending SIP requests designed to specifically trigger this issue at a high rate across an affected
device.
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability. Mitigation options that address this vulnerability are available.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181031-asaftd-sip-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181031-asaftd-sip-dos</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",8.6
2018-10-03T16:00:00-0700,Cisco Adaptive Security Appliance Direct Memory Access Denial of Service Vulnerability,High,"<p>A vulnerability in the cryptographic hardware accelerator driver of Cisco&nbsp;Adaptive Security Appliance (ASA) Software and Cisco&nbsp;Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a temporary denial of service&nbsp;(DoS) condition.</p>
<p>The vulnerability exists because the affected devices have a limited amount of Direct Memory Access&nbsp;(DMA) memory and the affected software improperly handles resources in low-memory conditions. An attacker could exploit this vulnerability by sending a sustained, high rate of malicious traffic to an affected device to exhaust memory on the device. A successful exploit could allow the attacker to exhaust DMA memory on the affected device, which could cause the device to reload and result in a temporary DoS condition.</p>
<p>Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-dma-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-dma-dos</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",8.6
2018-04-18T16:00:00-0700,"Cisco ASA Software, FTD Software, and AnyConnect Secure Mobility Client SAML Authentication Session Fixation Vulnerability",High,"A vulnerability in the implementation of Security Assertion Markup Language (SAML) Single Sign-On (SSO) authentication for Cisco AnyConnect Secure Mobility Client for Desktop Platforms, Cisco Adaptive Security Appliance (ASA) Software, and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to establish an authenticated AnyConnect session through an affected device running ASA or FTD Software. The authentication would need to be done by an unsuspecting third party.<br />
<br />
The vulnerability exists because there is no mechanism for the ASA or FTD Software to detect that the authentication request originates from the AnyConnect client directly. An attacker could exploit this vulnerability by persuading a user to click a crafted link and authenticating using the company's Identity Provider (IdP). A successful exploit could allow the attacker to  hijack a valid authentication token and use that to establish an authenticated AnyConnect session through an affected device running ASA or FTD Software.<br />
<br />
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asaanyconnect"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180418-asaanyconnect</a>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",6.5
2018-10-03T16:00:00-0700,Cisco Adaptive Security Appliance TCP Syslog Denial of Service Vulnerability,Medium,"<p>A vulnerability in the TCP syslog module of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to exhaust the 1550-byte buffers on an affected device, resulting in a denial of service (DoS) condition.<br />
<br />
The vulnerability is due to a missing boundary check in an internal function. An attacker could exploit this vulnerability by establishing a man-in-the-middle position between an affected device and its configured TCP syslog server and then maliciously modifying the TCP header in segments that are sent from the syslog server to the affected device. A successful exploit could allow the attacker to exhaust buffer on the affected device and cause all TCP-based features to stop functioning, resulting in a DoS condition. The affected TCP-based features include AnyConnect SSL VPN, clientless SSL VPN, and management connections such as Secure Shell (SSH), Telnet, and HTTPS.</p>
<p>There are no workarounds that address this vulnerability.</p>
<p>This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-syslog-dos"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-syslog-dos</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",6.8
2018-10-03T16:00:00-0700,Cisco Adaptive Security Appliance Access Control List Bypass Vulnerability,Medium,"<p><p>A vulnerability in the per-user-override feature of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to bypass an access control list (ACL) that is configured for an interface of an affected device.<br />
<br />
The vulnerability is due to errors that could occur when the affected software constructs and applies per-user-override rules. An attacker could exploit this vulnerability by connecting to a network through an affected device that has a vulnerable configuration. A successful exploit could allow the attacker to access resources that are behind the affected device and would typically be protected by the interface ACL.</p></p>
<p>There are no workarounds that address this vulnerability.<br />
<br />
This advisory is available at the following link:<br />
<a href=""https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-acl-bypass"">https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20181003-asa-acl-bypass</a></p>","[u'Cisco Adaptive Security Appliance (ASA) Software ', u'Cisco Firepower Threat Defense Software ']",5.8
